Crop,LMOD Template,Cover Crop,change name,Yield Adjusted,Land Use - Fieldprint,Energy Use - Total Energy,Energy Use - Fieldprint,Energy Use - Application - Fieldprint,Energy Use - Management - Fieldprint,Energy Use - Manure Loading - Fieldprint,Energy Use - Post Harvest - Fieldprint,Energy Use - Seed - Fieldprint,Energy Use - Transportation - Fieldprint,Greenhouse Gas - Total Greenhouse,Greenhouse Gas - Fieldprint,Greenhouse Gas - Application - Fieldprint,Greenhouse Gas - Irrigation - Fieldprint,Greenhouse Gas - Management - Fieldprint,Greenhouse Gas - Manure Loading - Fieldprint,Greenhouse Gas - Post Harvest - Fieldprint,Greenhouse Gas - Residue Burning - Fieldprint,Greenhouse Gas - Rice - Fieldprint,Greenhouse Gas - Seed - Fieldprint,Greenhouse Gas - Transportation - Fieldprint,Greenhouse Gas - Nitrous Oxide - Fieldprint,Soil Conservation - Fieldprint,Soil Conservation - Water Fieldprint,Soil Conservation - Wind Fieldprint,Soil Carbon - Fieldprint,Water Quality - Fieldprint,Water Quality - Field,Water Quality - Nutrient,Water Quality - Pest,Water Quality - Tillage,Biodiversity - Fieldprint,Nitrogen,Phosphorus,Potassium,changes
Corn grain,FTM Region 13 - Corn grain - Reduced Tillage - Cover Crop,True,application_method__injected,191.0,0.0052356,8103121.90407923,42424.72201089,32482.45865581,3090.55126338,3174.55048898,2448.0,104.03973957,1125.12186315,3334.07252415,17.45587709,3.84717848,0.0,0.50657458,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10311791,0.0139,0.08921791,0.298,8.24804688,7.5,4.25,2.0,7.5,0.82433862,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Corn silage,FTM Region 13 - Corn silage - Conventional Tillage - Cover Crop,True,application_method__injected,27.0,0.03703704,8040798.12157143,297807.33783598,207298.45552811,29106.51660717,22457.00531094,0.0,144.28280356,38801.07758621,5408.71587924,200.32281034,23.59448478,0.0,4.77087102,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.79847844,0.0867,2.71177844,-0.324,6.98994141,6.8125,4.25,2.0,2,0.78730159,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Corn silage,FTM Region 13 - Corn silage - No till - Cover Crop,True,application_method__injected,27.0,0.03703704,7675546.43267036,284279.49750631,207298.45552811,15578.6762775,22457.00531094,0.0,144.28280356,38801.07758621,5348.84720036,198.10545187,23.59448478,0.0,2.55351254,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.2368598,0.0363,2.2005598,0.137,8.27978516,6.8125,4.25,2.0,10,0.86137566,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Corn silage,FTM Region 13 - Corn silage - Reduced Tillage - Cover Crop,True,application_method__injected,27.0,0.03703704,7957739.26568432,294731.08391423,207298.45552811,26030.26268542,22457.00531094,0.0,144.28280356,38801.07758621,5395.10163974,199.81857925,23.59448478,0.0,4.26663992,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.18915587,0.068,2.12115586,-0.135,7.54980469,6.875,4.25,2.0,5,0.82433862,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Potatoes,FTM Region 13 - Potatoes - Conventional Tillage - Cover Crop,True,application_method__injected,399.0,0.00250627,16122631.92856541,40407.59881846,28686.16333985,3500.99984942,1519.64697593,0.0,4748.39203672,1952.39661654,7707.92616787,19.3181107,3.84151951,0.0,0.57385152,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.37314319,0.2316,1.14154319,-0.597,6.98994141,6.8125,4.25,2.0,2,0.78730159,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Potatoes,FTM Region 13 - Potatoes - No till - Cover Crop,True,application_method__injected,399.0,0.00250627,15471782.14161401,38776.3963449,28686.16333985,1869.79737586,1519.64697593,0.0,4748.39203672,1952.39661654,7601.24489006,19.05073907,3.84151951,0.0,0.30647989,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,3.21773718,0.27309999,2.94463719,-0.264,7.54980469,6.875,4.25,2.0,5,0.86137566,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Potatoes,FTM Region 13 - Potatoes - Reduced Tillage - Cover Crop,True,application_method__injected,399.0,0.00250627,15902770.25121718,39856.56704566,28686.16333985,2949.96807662,1519.64697593,0.0,4748.39203672,1952.39661654,7671.88847507,19.22779066,3.84151951,0.0,0.48353148,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.94107692,0.233,1.70807693,-0.351,6.98994141,6.8125,4.25,2.0,2,0.82433862,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Sugar beets,FTM Region 13 - Sugar beets - Conventional Tillage - Cover Crop,True,application_method__injected,5.78,0.17301038,9696797.67650359,1677646.65683453,1113187.56255957,227000.59238988,104902.96598536,0.0,182.83276168,232372.70313805,8281.31991171,1432.75430998,133.40074153,0.0,37.20783773,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,10.44040486,0.2254,10.21500486,-1.0,6.87392578,6.5625,4.25,2.0,2,0.78730159,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Sugar beets,FTM Region 13 - Sugar beets - No till - Cover Crop,True,application_method__injected,5.78,0.17301038,8907516.46307368,1541092.81368057,1113187.56255957,90446.74923591,104902.96598536,0.0,182.83276168,232372.70313805,8151.94823473,1410.37166691,133.40074153,0.0,14.82519465,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,3.44970688,0.18790001,3.26180687,-0.192,8.03466797,6.5625,4.25,2.0,7.5,0.86137566,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Sugar beets,FTM Region 13 - Sugar beets - Reduced Tillage - Cover Crop,True,application_method__injected,5.78,0.17301038,9316000.21243649,1611764.74263607,1113187.56255957,161118.67819141,104902.96598536,0.0,182.83276168,232372.70313805,8218.90311314,1421.95555591,133.40074153,0.0,26.40908365,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,5.69816332,0.21259999,5.48556333,-0.7,6.87392578,6.5625,4.25,2.0,2,0.82433862,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Wheat durum,FTM Region 13 - Wheat durum - Conventional Tillage - Cover Crop,True,application_method__injected,114.0,0.00877193,10988447.95434605,96389.89433637,77365.09273684,10035.27190543,5318.76441575,975.0,1517.5949063,1178.17037205,4400.33333632,38.59941523,9.83340869,0.0,1.64488896,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.39867446,0.0079,0.39077446,-0.009,7.19296875,7.25,4.25,2.0,2,0.78730159,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Wheat durum,FTM Region 13 - Wheat durum - No till - Cover Crop,True,application_method__injected,114.0,0.00877193,10410441.22817266,91319.65989625,77365.09273684,4965.03746531,5318.76441575,975.0,1517.5949063,1178.17037205,4305.59181935,37.76834929,9.83340869,0.0,0.81382302,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.0034,0.0034,0.0,0.666,8.39404297,7.9375,4.25,2.0,10,0.86137566,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Wheat durum,FTM Region 13 - Wheat durum - Reduced Tillage - Cover Crop,True,application_method__injected,114.0,0.00877193,10574782.2799279,92761.24806954,77365.09273684,6406.6256386,5318.76441575,975.0,1517.5949063,1178.17037205,4332.52908468,38.00464109,9.83340869,0.0,1.05011482,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.00839916,0.0026,0.00579916,0.477,8.34580078,7.9375,4.25,2.0,7.5,0.82433862,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '2'}]"
Alfalfa,FTM Region 13 - Alfalfa - Conventional Tillage,False,application_method__surface_banded,4.8,0.20833333,6309913.48079271,1314565.30849848,919870.20625,292790.0,42106.88495801,683.79,3151.33461806,111926.18534483,69881.65226036,14558.67755424,112.86001177,0.0,47.99142898,6.901875,0.09497083,95.0,0.0,0.14135417,18.34590517,14286.5149609,0.3740135,0.14740001,0.2266135,-0.195,6.69990234,6.6875,3.75,2.0,2,0.6984127,30.0,190.0,120.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Alfalfa,FTM Region 13 - Alfalfa - Reduced Tillage,False,application_method__surface_banded,4.8,0.20833333,6203584.48079271,1292413.43349848,919870.20625,270638.125,42106.88495801,683.79,3151.33461806,111926.18534483,69864.22379404,14555.04662376,112.86001177,0.0,44.3604985,6.901875,0.09497083,95.0,0.0,0.14135417,18.34590517,14286.5149609,0.22979892,0.1156,0.11419893,-0.028,7.39619141,6.6875,3.75,2.0,5,0.73544974,30.0,190.0,120.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Alfalfa,FTM Region 13 - Alfalfa - No till,False,application_method__surface_banded,4.8,0.20833333,6014041.48079271,1252925.30849848,919870.20625,231150.0,42106.88495801,683.79,3151.33461806,111926.18534483,69833.15565844,14548.57409551,112.86001177,0.0,37.88797025,6.901875,0.09497083,95.0,0.0,0.14135417,18.34590517,14286.5149609,0.0148,0.0148,0.0,0.265,8.22265625,6.75,3.75,2.0,10,0.77248677,30.0,190.0,120.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - Conventional Tillage,False,application_method__surface_banded,73.0,0.01369863,6393226.20460864,87578.44115902,63257.30432661,10481.48285167,8306.01566295,2088.0,2341.70881849,1103.92949929,2217.86901808,30.38176737,6.61076108,0.0,1.71802773,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.02843576,0.0097,0.01873576,0.23,7.57324219,7.375,3.75,2.0,5,0.6984127,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - No till,False,application_method__surface_banded,73.0,0.01369863,6003693.49544824,82242.37664998,63257.30432661,5145.41834263,8306.01566295,2088.0,2341.70881849,1103.92949929,2154.02041892,29.50712903,6.61076108,0.0,0.84338939,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.0032,0.0032,0.0,0.714,8.34960938,8.0,3.75,2.0,10,0.77248677,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - Reduced Tillage,False,application_method__surface_banded,73.0,0.01369863,6323936.46386859,86629.26662834,63257.30432661,9532.30832099,8306.01566295,2088.0,2341.70881849,1103.92949929,2206.51168459,30.22618746,6.61076108,0.0,1.56244782,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.02472096,0.01,0.01472096,0.27,7.58642578,7.4375,3.75,2.0,5,0.73544974,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - Conventional Tillage,False,application_method__surface_banded,191.0,0.0052356,8094386.65898594,42378.98774338,32482.45865581,3044.81699587,3174.55048898,2448.0,104.03973957,1125.12186315,3332.64072356,17.44838075,3.84717848,0.0,0.49907824,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.1125397,0.0144,0.0981397,0.224,7.57773438,7.5,3.75,2.0,5,0.6984127,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - Reduced Tillage,False,application_method__surface_banded,191.0,0.0052356,8080617.54383888,42306.89813528,32482.45865581,2972.72738777,3174.55048898,2448.0,104.03973957,1125.12186315,3330.38381755,17.43656449,3.84717848,0.0,0.48726198,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10554836,0.0141,0.09144836,0.277,8.13632813,7.5,3.75,2.0,7.5,0.73544974,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - No till,False,application_method__surface_banded,191.0,0.0052356,7903987.92695239,41382.13574321,32482.45865581,2047.9649957,3174.55048898,2448.0,104.03973957,1125.12186315,3301.43232427,17.28498599,3.84717848,0.0,0.33568348,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.0038,0.0038,0.0,0.572,8.34960938,8.0,3.75,2.0,10,0.77248677,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn silage,FTM Region 13 - Corn silage - Conventional Tillage,False,application_method__surface_banded,27.0,0.03703704,8018293.76133107,296973.84301226,207298.45552811,28273.02178345,22457.00531094,0.0,144.28280356,38801.07758621,5405.02717264,200.18619158,23.59448478,0.0,4.63425225,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.93358185,0.0853,2.84828185,-0.345,6.75791016,6.8125,3.75,2.0,2,0.6984127,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn silage,FTM Region 13 - Corn silage - Reduced Tillage,False,application_method__surface_banded,27.0,0.03703704,7935234.90544396,293897.58909052,207298.45552811,25196.76786171,22457.00531094,0.0,144.28280356,38801.07758621,5391.41293313,199.68196049,23.59448478,0.0,4.13002116,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,3.00136317,0.0768,2.92456316,-0.216,7.42412109,6.8125,3.75,2.0,5,0.73544974,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn silage,FTM Region 13 - Corn silage - No till,False,application_method__surface_banded,27.0,0.03703704,7613215.27700463,281970.93618536,207298.45552811,13270.11495655,22457.00531094,0.0,144.28280356,38801.07758621,5338.63045378,197.72705384,23.59448478,0.0,2.17511452,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,8.71877074,0.0285,8.69027074,-0.375,8.22900391,6.8125,3.75,2.0,10,0.77248677,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Potatoes,FTM Region 13 - Potatoes - Conventional Tillage,False,application_method__surface_banded,399.0,0.00250627,16100127.56832505,40351.1969131,28686.16333985,3444.59794406,1519.64697593,0.0,4748.39203672,1952.39661654,7704.23746126,19.30886582,3.84151951,0.0,0.56460664,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.22331184,0.2379,0.98541184,-0.591,6.75791016,6.8125,3.75,2.0,2,0.6984127,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Potatoes,FTM Region 13 - Potatoes - Reduced Tillage,False,application_method__surface_banded,399.0,0.00250627,15880265.89097682,39800.16514029,28686.16333985,2893.56617126,1519.64697593,0.0,4748.39203672,1952.39661654,7668.19976846,19.21854579,3.84151951,0.0,0.47428661,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,0.38482437,0.23360001,0.15122436,-0.162,6.75791016,6.8125,3.75,2.0,2,0.73544974,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Potatoes,FTM Region 13 - Potatoes - No till,False,application_method__surface_banded,399.0,0.00250627,15409450.98594828,38620.17790964,28686.16333985,1713.57894061,1519.64697593,0.0,4748.39203672,1952.39661654,7591.02814348,19.02513319,3.84151951,0.0,0.28087401,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,0.42096962,0.26350001,0.15746962,0.039,7.99667969,6.875,3.75,2.0,7.5,0.77248677,241.0,160.0,114.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Sugar beets,FTM Region 13 - Sugar beets - Conventional Tillage,False,application_method__surface_banded,5.78,0.17301038,9674293.31626323,1673753.16890367,1113187.56255957,223107.10445902,104902.96598536,0.0,182.83276168,232372.70313805,8277.63120511,1432.11612545,133.40074153,0.0,36.5696532,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,5.98930058,0.22849999,5.76080059,-0.985,6.64189453,6.5625,3.75,2.0,2,0.6984127,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Sugar beets,FTM Region 13 - Sugar beets - Reduced Tillage,False,application_method__surface_banded,5.78,0.17301038,9293495.85219613,1607871.25470521,1113187.56255957,157225.19026056,104902.96598536,0.0,182.83276168,232372.70313805,8215.21440653,1421.31737137,133.40074153,0.0,25.77089912,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,2.88952954,0.2121,2.67742955,-0.372,6.64189453,6.5625,3.75,2.0,2,0.73544974,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Sugar beets,FTM Region 13 - Sugar beets - No till,False,application_method__surface_banded,5.78,0.17301038,8845185.30740795,1530308.87671418,1113187.56255957,79662.81226952,104902.96598536,0.0,182.83276168,232372.70313805,8141.73148815,1408.60406369,133.40074153,0.0,13.05759144,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,1.39694545,0.1644,1.23254546,-0.007,7.92919922,6.5625,3.75,2.0,7.5,0.77248677,146.0,98.0,36.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Wheat durum,FTM Region 13 - Wheat durum - Conventional Tillage,False,application_method__surface_banded,114.0,0.00877193,10965943.59410569,96192.48766759,77365.09273684,9837.86523665,5318.76441575,975.0,1517.5949063,1178.17037205,4396.64462971,38.56705816,9.83340869,0.0,1.61253189,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.62626533,0.012,0.61426533,-0.056,6.81591797,6.9375,3.75,2.0,2,0.6984127,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Wheat durum,FTM Region 13 - Wheat durum - Reduced Tillage,False,application_method__surface_banded,114.0,0.00877193,10552277.91968754,92563.84140077,77365.09273684,6209.21896983,5318.76441575,975.0,1517.5949063,1178.17037205,4328.84037808,37.97228402,9.83340869,0.0,1.01775775,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.01494442,0.0029,0.01204442,0.45,8.23408203,7.9375,3.75,2.0,7.5,0.73544974,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Wheat durum,FTM Region 13 - Wheat durum - No till,False,application_method__surface_banded,114.0,0.00877193,10348110.07250693,90772.89537287,77365.09273684,4418.27294193,5318.76441575,975.0,1517.5949063,1178.17037205,4295.37507278,37.67872871,9.83340869,0.0,0.72420244,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.0035,0.0035,0.0,0.648,8.34960938,8.0,3.75,2.0,10,0.77248677,249.0,96.0,7.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - Conventional Tillage - Cover Crop,True,application_method__surface_banded,73.0,0.01369863,6415730.564849,87886.72006642,63257.30432661,10789.76175908,8306.01566295,2088.0,2341.70881849,1103.92949929,2221.55772468,30.4322976,6.61076108,0.0,1.76855796,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.01202961,0.004,0.00802961,0.255,7.57324219,7.375,3.75,2.0,5,0.78730159,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - No till - Cover Crop,True,application_method__surface_banded,73.0,0.01369863,6066024.65111397,83096.22809745,63257.30432661,5999.2697901,8306.01566295,2088.0,2341.70881849,1103.92949929,2164.2371655,29.64708446,6.61076108,0.0,0.98334482,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.0031,0.0031,0.0,0.736,8.34960938,8.0,3.75,2.0,10,0.86137566,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Barley,FTM Region 13 - Barley - Reduced Tillage - Cover Crop,True,application_method__surface_banded,73.0,0.01369863,6346440.82410895,86937.54553574,63257.30432661,9840.58722839,8306.01566295,2088.0,2341.70881849,1103.92949929,2210.20039119,30.27671769,6.61076108,0.0,1.61297805,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.00743045,0.0052,0.00223045,0.305,7.59960938,7.5,3.75,2.0,5,0.82433862,99.0,25.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - Conventional Tillage - Cover Crop,True,application_method__surface_banded,191.0,0.0052356,8116891.01922629,42496.81161899,32482.45865581,3162.64087147,3174.55048898,2448.0,104.03973957,1125.12186315,3336.32943016,17.46769335,3.84717848,0.0,0.51839084,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10584836,0.0144,0.09144836,0.245,7.57773438,7.5,3.75,2.0,5,0.78730159,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - No till - Cover Crop,True,application_method__surface_banded,191.0,0.0052356,7966319.08261811,41708.47687235,32482.45865581,2374.30612484,3174.55048898,2448.0,104.03973957,1125.12186315,3311.64907085,17.33847681,3.84717848,0.0,0.3891743,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.0031,0.0031,0.0,0.554,8.34960938,8.0,3.75,2.0,10,0.86137566,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn grain,FTM Region 13 - Corn grain - Reduced Tillage - Cover Crop,True,application_method__surface_banded,191.0,0.0052356,8103121.90407923,42424.72201089,32482.45865581,3090.55126338,3174.55048898,2448.0,104.03973957,1125.12186315,3334.07252415,17.45587709,3.84717848,0.0,0.50657458,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10311791,0.0139,0.08921791,0.298,8.13632813,7.5,3.75,2.0,7.5,0.82433862,150.0,18.0,10.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn silage,FTM Region 13 - Corn silage - Conventional Tillage - Cover Crop,True,application_method__surface_banded,27.0,0.03703704,8040798.12157143,297807.33783598,207298.45552811,29106.51660717,22457.00531094,0.0,144.28280356,38801.07758621,5408.71587924,200.32281034,23.59448478,0.0,4.77087102,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.79847844,0.0867,2.71177844,-0.324,6.75791016,6.8125,3.75,2.0,2,0.78730159,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
Corn silage,FTM Region 13 - Corn silage - No till - Cover Crop,True,application_method__surface_banded,27.0,0.03703704,7675546.43267036,284279.49750631,207298.45552811,15578.6762775,22457.00531094,0.0,144.28280356,38801.07758621,5348.84720036,198.10545187,23.59448478,0.0,2.55351254,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.2368598,0.0363,2.2005598,0.137,8.22900391,6.8125,3.75,2.0,10,0.86137566,130.0,11.0,1.0,"[{'path': 'cropyear.waterquality.app_method', 'value': '3'}]"
