Crop,LMOD Template,Cover Crop,change name,Yield Adjusted,Estimated Non-Irrigated Yield,Land Use - Fieldprint,Energy Use - Total Energy,Energy Use - Fieldprint,Energy Use - Application - Fieldprint,Energy Use - Irrigation - Fieldprint,Energy Use - Management - Fieldprint,Energy Use - Manure Loading - Fieldprint,Energy Use - Post Harvest - Fieldprint,Energy Use - Seed - Fieldprint,Energy Use - Transportation - Fieldprint,Greenhouse Gas - Total Greenhouse,Greenhouse Gas - Fieldprint,Greenhouse Gas - Application - Fieldprint,Greenhouse Gas - Irrigation - Fieldprint,Greenhouse Gas - Management - Fieldprint,Greenhouse Gas - Manure Loading - Fieldprint,Greenhouse Gas - Post Harvest - Fieldprint,Greenhouse Gas - Residue Burning - Fieldprint,Greenhouse Gas - Rice - Fieldprint,Greenhouse Gas - Seed - Fieldprint,Greenhouse Gas - Transportation - Fieldprint,Greenhouse Gas - Nitrous Oxide - Fieldprint,Soil Conservation - Fieldprint,Soil Conservation - Water Fieldprint,Soil Conservation - Wind Fieldprint,Irrigation Water Use - Fieldprint,Soil Carbon - Fieldprint,Water Quality - Fieldprint,Water Quality - Field,Water Quality - Nutrient,Water Quality - Pest,Water Quality - Tillage,Biodiversity - Fieldprint,Nitrogen,Phosphorus,Potassium,changes
Corn silage,FTM Region 13 - Corn silage - No till,False,is_irrigated__false,27.0,N/A,0.03703704,7613215.27700463,281970.93618536,207298.45552811,0.0,13270.11495655,22457.00531094,0.0,144.28280356,38801.07758621,5338.63045378,197.72705384,23.59448478,0.0,2.17511452,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,8.71877074,0.0285,8.69027074,N/A,-0.375,8.17822266,6.8125,3.25,2.0,10,0.77248677,130.0,11.0,1.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Conventional Tillage,False,is_irrigated__false,399.0,N/A,0.00250627,16100127.56832505,40351.1969131,28686.16333985,0.0,3444.59794406,1519.64697593,0.0,4748.39203672,1952.39661654,7704.23746126,19.30886582,3.84151951,0.0,0.56460664,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.22331184,0.2379,0.98541184,N/A,-0.591,6.52587891,6.8125,3.25,2.0,2,0.6984127,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Reduced Tillage,False,is_irrigated__false,399.0,N/A,0.00250627,15880265.89097682,39800.16514029,28686.16333985,0.0,2893.56617126,1519.64697593,0.0,4748.39203672,1952.39661654,7668.19976846,19.21854579,3.84151951,0.0,0.47428661,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,0.38482437,0.23360001,0.15122436,N/A,-0.162,6.52587891,6.8125,3.25,2.0,2,0.73544974,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - No till,False,is_irrigated__false,399.0,N/A,0.00250627,15409450.98594828,38620.17790964,28686.16333985,0.0,1713.57894061,1519.64697593,0.0,4748.39203672,1952.39661654,7591.02814348,19.02513319,3.84151951,0.0,0.28087401,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,0.42096962,0.26350001,0.15746962,N/A,0.039,7.88496094,6.875,3.25,2.0,7.5,0.77248677,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - Conventional Tillage,False,is_irrigated__false,5.78,N/A,0.17301038,9674293.31626323,1673753.16890367,1113187.56255957,0.0,223107.10445902,104902.96598536,0.0,182.83276168,232372.70313805,8277.63120511,1432.11612545,133.40074153,0.0,36.5696532,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,5.98930058,0.22849999,5.76080059,N/A,-0.985,6.40986328,6.5625,3.25,2.0,2,0.6984127,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - Reduced Tillage,False,is_irrigated__false,5.78,N/A,0.17301038,9293495.85219613,1607871.25470521,1113187.56255957,0.0,157225.19026056,104902.96598536,0.0,182.83276168,232372.70313805,8215.21440653,1421.31737137,133.40074153,0.0,25.77089912,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,2.88952954,0.2121,2.67742955,N/A,-0.372,6.40986328,6.5625,3.25,2.0,2,0.73544974,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - No till,False,is_irrigated__false,5.78,N/A,0.17301038,8845185.30740795,1530308.87671418,1113187.56255957,0.0,79662.81226952,104902.96598536,0.0,182.83276168,232372.70313805,8141.73148815,1408.60406369,133.40074153,0.0,13.05759144,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,1.39694545,0.1644,1.23254546,N/A,-0.007,7.82373047,6.5625,3.25,2.0,7.5,0.77248677,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - Conventional Tillage,False,is_irrigated__false,114.0,N/A,0.00877193,10965943.59410569,96192.48766759,77365.09273684,0.0,9837.86523665,5318.76441575,975.0,1517.5949063,1178.17037205,4396.64462971,38.56705816,9.83340869,0.0,1.61253189,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.62626533,0.012,0.61426533,N/A,-0.056,6.58388672,6.9375,3.25,2.0,2,0.6984127,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - Reduced Tillage,False,is_irrigated__false,114.0,N/A,0.00877193,10552277.91968754,92563.84140077,77365.09273684,0.0,6209.21896983,5318.76441575,975.0,1517.5949063,1178.17037205,4328.84037808,37.97228402,9.83340869,0.0,1.01775775,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.01494442,0.0029,0.01204442,N/A,0.45,8.12236328,7.9375,3.25,2.0,7.5,0.73544974,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - No till,False,is_irrigated__false,114.0,N/A,0.00877193,10348110.07250693,90772.89537287,77365.09273684,0.0,4418.27294193,5318.76441575,975.0,1517.5949063,1178.17037205,4295.37507278,37.67872871,9.83340869,0.0,0.72420244,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.0035,0.0035,0.0,N/A,0.648,8.29882812,8.0,3.25,2.0,10,0.77248677,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Barley,FTM Region 13 - Barley - Conventional Tillage - Cover Crop,True,is_irrigated__false,73.0,N/A,0.01369863,6415730.564849,87886.72006642,63257.30432661,0.0,10789.76175908,8306.01566295,2088.0,2341.70881849,1103.92949929,2221.55772468,30.4322976,6.61076108,0.0,1.76855796,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.01202961,0.004,0.00802961,N/A,0.255,7.46777344,7.375,3.25,2.0,5,0.78730159,99.0,25.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Barley,FTM Region 13 - Barley - No till - Cover Crop,True,is_irrigated__false,73.0,N/A,0.01369863,6066024.65111397,83096.22809745,63257.30432661,0.0,5999.2697901,8306.01566295,2088.0,2341.70881849,1103.92949929,2164.2371655,29.64708446,6.61076108,0.0,0.98334482,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.0031,0.0031,0.0,N/A,0.736,8.29882812,8.0,3.25,2.0,10,0.86137566,99.0,25.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Barley,FTM Region 13 - Barley - Reduced Tillage - Cover Crop,True,is_irrigated__false,73.0,N/A,0.01369863,6346440.82410895,86937.54553574,63257.30432661,0.0,9840.58722839,8306.01566295,2088.0,2341.70881849,1103.92949929,2210.20039119,30.27671769,6.61076108,0.0,1.61297805,1.36145205,0.39589886,2.69424336,0.0,0.57592988,0.18094591,16.84450849,0.00743045,0.0052,0.00223045,N/A,0.305,7.49414062,7.5,3.25,2.0,5,0.82433862,99.0,25.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - Conventional Tillage - Cover Crop,True,is_irrigated__false,191.0,N/A,0.0052356,8116891.01922629,42496.81161899,32482.45865581,0.0,3162.64087147,3174.55048898,2448.0,104.03973957,1125.12186315,3336.32943016,17.46769335,3.84717848,0.0,0.51839084,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10584836,0.0144,0.09144836,N/A,0.245,7.46601562,7.5,3.25,2.0,5,0.78730159,150.0,18.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - No till - Cover Crop,True,is_irrigated__false,191.0,N/A,0.0052356,7966319.08261811,41708.47687235,32482.45865581,0.0,2374.30612484,3174.55048898,2448.0,104.03973957,1125.12186315,3311.64907085,17.33847681,3.84717848,0.0,0.3891743,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.0031,0.0031,0.0,N/A,0.554,8.29882812,8.0,3.25,2.0,10,0.86137566,150.0,18.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - Reduced Tillage - Cover Crop,True,is_irrigated__false,191.0,N/A,0.0052356,8103121.90407923,42424.72201089,32482.45865581,0.0,3090.55126338,3174.55048898,2448.0,104.03973957,1125.12186315,3334.07252415,17.45587709,3.84717848,0.0,0.50657458,0.52034555,0.46415728,1.74238458,0.0,0.03087656,0.18441957,10.15994049,0.10311791,0.0139,0.08921791,N/A,0.298,8.02460938,7.5,3.25,2.0,7.5,0.82433862,150.0,18.0,10.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - Conventional Tillage - Cover Crop,True,is_irrigated__false,27.0,N/A,0.03703704,8040798.12157143,297807.33783598,207298.45552811,0.0,29106.51660717,22457.00531094,0.0,144.28280356,38801.07758621,5408.71587924,200.32281034,23.59448478,0.0,4.77087102,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.79847844,0.0867,2.71177844,N/A,-0.324,6.52587891,6.8125,3.25,2.0,2,0.78730159,130.0,11.0,1.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - No till - Cover Crop,True,is_irrigated__false,27.0,N/A,0.03703704,7675546.43267036,284279.49750631,207298.45552811,0.0,15578.6762775,22457.00531094,0.0,144.28280356,38801.07758621,5348.84720036,198.10545187,23.59448478,0.0,2.55351254,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.2368598,0.0363,2.2005598,N/A,0.137,8.17822266,6.8125,3.25,2.0,10,0.86137566,130.0,11.0,1.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - Reduced Tillage - Cover Crop,True,is_irrigated__false,27.0,N/A,0.03703704,7957739.26568432,294731.08391423,207298.45552811,0.0,26030.26268542,22457.00531094,0.0,144.28280356,38801.07758621,5395.10163974,199.81857925,23.59448478,0.0,4.26663992,3.68096296,0.0,95.0,0.0,0.04840659,6.35991379,66.8681712,2.18915587,0.068,2.12115586,N/A,-0.135,7.32636719,6.875,3.25,2.0,5,0.82433862,130.0,11.0,1.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Conventional Tillage - Cover Crop,True,is_irrigated__false,399.0,N/A,0.00250627,16122631.92856541,40407.59881846,28686.16333985,0.0,3500.99984942,1519.64697593,0.0,4748.39203672,1952.39661654,7707.92616787,19.3181107,3.84151951,0.0,0.57385152,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.37314319,0.2316,1.14154319,N/A,-0.597,6.52587891,6.8125,3.25,2.0,2,0.78730159,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - No till - Cover Crop,True,is_irrigated__false,399.0,N/A,0.00250627,15471782.14161401,38776.3963449,28686.16333985,0.0,1869.79737586,1519.64697593,0.0,4748.39203672,1952.39661654,7601.24489006,19.05073907,3.84151951,0.0,0.30647989,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,3.21773718,0.27309999,2.94463719,N/A,-0.264,7.32636719,6.875,3.25,2.0,5,0.86137566,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Reduced Tillage - Cover Crop,True,is_irrigated__false,399.0,N/A,0.00250627,15902770.25121718,39856.56704566,28686.16333985,0.0,2949.96807662,1519.64697593,0.0,4748.39203672,1952.39661654,7671.88847507,19.22779066,3.84151951,0.0,0.48353148,0.24908772,0.0,8.0,0.0,0.93635876,0.3200188,5.39727439,1.94107692,0.233,1.70807693,N/A,-0.351,6.52587891,6.8125,3.25,2.0,2,0.82433862,241.0,160.0,114.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - Conventional Tillage - Cover Crop,True,is_irrigated__false,5.78,N/A,0.17301038,9696797.67650359,1677646.65683453,1113187.56255957,0.0,227000.59238988,104902.96598536,0.0,182.83276168,232372.70313805,8281.31991171,1432.75430998,133.40074153,0.0,37.20783773,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,10.44040486,0.2254,10.21500486,N/A,-1.0,6.40986328,6.5625,3.25,2.0,2,0.78730159,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - No till - Cover Crop,True,is_irrigated__false,5.78,N/A,0.17301038,8907516.46307368,1541092.81368057,1113187.56255957,0.0,90446.74923591,104902.96598536,0.0,182.83276168,232372.70313805,8151.94823473,1410.37166691,133.40074153,0.0,14.82519465,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,3.44970688,0.18790001,3.26180687,N/A,-0.192,7.82373047,6.5625,3.25,2.0,7.5,0.86137566,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Sugar beets,FTM Region 13 - Sugar beets - Reduced Tillage - Cover Crop,True,is_irrigated__false,5.78,N/A,0.17301038,9316000.21243649,1611764.74263607,1113187.56255957,0.0,161118.67819141,104902.96598536,0.0,182.83276168,232372.70313805,8218.90311314,1421.95555591,133.40074153,0.0,26.40908365,17.19480969,0.0,941.17647059,0.0,0.039893,38.08838444,265.64617301,5.69816332,0.21259999,5.48556333,N/A,-0.7,6.40986328,6.5625,3.25,2.0,2,0.82433862,146.0,98.0,36.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - Conventional Tillage - Cover Crop,True,is_irrigated__false,114.0,N/A,0.00877193,10988447.95434605,96389.89433637,77365.09273684,0.0,10035.27190543,5318.76441575,975.0,1517.5949063,1178.17037205,4400.33333632,38.59941523,9.83340869,0.0,1.64488896,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.39867446,0.0079,0.39077446,N/A,-0.009,6.72890625,7.25,3.25,2.0,2,0.78730159,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - No till - Cover Crop,True,is_irrigated__false,114.0,N/A,0.00877193,10410441.22817266,91319.65989625,77365.09273684,0.0,4965.03746531,5318.76441575,975.0,1517.5949063,1178.17037205,4305.59181935,37.76834929,9.83340869,0.0,0.81382302,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.0034,0.0034,0.0,N/A,0.666,8.29248047,7.9375,3.25,2.0,10,0.86137566,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Wheat durum,FTM Region 13 - Wheat durum - Reduced Tillage - Cover Crop,True,is_irrigated__false,114.0,N/A,0.00877193,10574782.2799279,92761.24806954,77365.09273684,0.0,6406.6256386,5318.76441575,975.0,1517.5949063,1178.17037205,4332.52908468,38.00464109,9.83340869,0.0,1.05011482,0.87180702,0.26002731,2.4884563,0.0,0.40592219,0.19311479,22.90178998,0.00839916,0.0026,0.00579916,N/A,0.477,8.12236328,7.9375,3.25,2.0,7.5,0.82433862,249.0,96.0,7.0,"[{'path': 'cropyear.is_irrigated', 'value': False}]"
Alfalfa,FTM Region 13 - Alfalfa - Conventional Tillage,False,residue_burning__false,4.8,1.2,0.20833333,9355712.7829508,1949106.82978142,919870.20625,634541.52128294,292790.0,42106.88495801,683.79,3151.33461806,111926.18534483,70237.95071188,14632.90639831,112.86001177,169.22884407,47.99142898,6.901875,0.09497083,0.0,0.0,0.14135417,18.34590517,14286.5149609,0.3740135,0.14740001,0.2266135,6.33333333,-0.195,6.14447754,6.6875,3.25,2.0,2,0.6984127,30.0,190.0,120.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Alfalfa,FTM Region 13 - Alfalfa - Reduced Tillage,False,residue_burning__false,4.8,1.2,0.20833333,9249383.7829508,1926954.95478142,919870.20625,634541.52128294,270638.125,42106.88495801,683.79,3151.33461806,111926.18534483,70220.52224556,14629.27546783,112.86001177,169.22884407,44.3604985,6.901875,0.09497083,0.0,0.0,0.14135417,18.34590517,14286.5149609,0.22979892,0.1156,0.11419893,6.33333333,-0.028,7.09524902,6.6875,3.25,2.0,5,0.73544974,30.0,190.0,120.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Alfalfa,FTM Region 13 - Alfalfa - No till,False,residue_burning__false,4.8,1.2,0.20833333,9059840.7829508,1887466.82978142,919870.20625,634541.52128294,231150.0,42106.88495801,683.79,3151.33461806,111926.18534483,70189.45410996,14622.80293957,112.86001177,169.22884407,37.88797025,6.901875,0.09497083,0.0,0.0,0.14135417,18.34590517,14286.5149609,0.0148,0.0148,0.0,6.33333333,0.265,8.16984375,6.75,3.25,2.0,10,0.77248677,30.0,190.0,120.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Barley,FTM Region 13 - Barley - Conventional Tillage,False,residue_burning__false,73.0,58.0,0.01369863,8477194.14819049,116125.94723549,63257.30432661,28547.50607646,10481.48285167,8306.01566295,2088.0,2341.70881849,1103.92949929,2576.97240384,35.30099183,6.61076108,7.61346782,1.71802773,1.36145205,0.39589886,0.0,0.0,0.57592988,0.18094591,16.84450849,0.02843576,0.0097,0.01873576,1.04,0.23,7.28188477,7.375,3.25,2.0,5,0.6984127,99.0,25.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Barley,FTM Region 13 - Barley - No till,False,residue_burning__false,73.0,58.0,0.01369863,8087661.43903009,110789.88272644,63257.30432661,28547.50607646,5145.41834263,8306.01566295,2088.0,2341.70881849,1103.92949929,2513.12380468,34.42635349,6.61076108,7.61346782,0.84338939,1.36145205,0.39589886,0.0,0.0,0.57592988,0.18094591,16.84450849,0.0032,0.0032,0.0,1.04,0.714,8.18076172,8.0,3.25,2.0,10,0.77248677,99.0,25.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Barley,FTM Region 13 - Barley - Reduced Tillage,False,residue_burning__false,73.0,58.0,0.01369863,8407904.40745045,115176.7727048,63257.30432661,28547.50607646,9532.30832099,8306.01566295,2088.0,2341.70881849,1103.92949929,2565.61507035,35.14541192,6.61076108,7.61346782,1.56244782,1.36145205,0.39589886,0.0,0.0,0.57592988,0.18094591,16.84450849,0.02472096,0.01,0.01472096,1.04,0.27,7.29440918,7.4375,3.25,2.0,5,0.73544974,99.0,25.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - Conventional Tillage,False,residue_burning__false,191.0,120.0,0.0052356,12102017.31972027,63361.34722367,32482.45865581,20982.35948028,3044.81699587,3174.55048898,2448.0,104.03973957,1125.12186315,4068.65902078,21.30187969,3.84717848,5.59588352,0.49907824,0.52034555,0.46415728,0.0,0.0,0.03087656,0.18441957,10.15994049,0.1125397,0.0144,0.0981397,0.42253521,0.224,7.26771484,7.5,3.25,2.0,5,0.6984127,150.0,18.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - Reduced Tillage,False,residue_burning__false,191.0,120.0,0.0052356,12088248.2045732,63289.25761557,32482.45865581,20982.35948028,2972.72738777,3174.55048898,2448.0,104.03973957,1125.12186315,4066.40211477,21.29006343,3.84717848,5.59588352,0.48726198,0.52034555,0.46415728,0.0,0.0,0.03087656,0.18441957,10.15994049,0.10554836,0.0141,0.09144836,0.42253521,0.277,7.79837891,7.5,3.25,2.0,7.5,0.73544974,150.0,18.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn grain,FTM Region 13 - Corn grain - No till,False,residue_burning__false,191.0,120.0,0.0052356,11911618.58768671,62364.49522349,32482.45865581,20982.35948028,2047.9649957,3174.55048898,2448.0,104.03973957,1125.12186315,4037.4506215,21.13848493,3.84717848,5.59588352,0.33568348,0.52034555,0.46415728,0.0,0.0,0.03087656,0.18441957,10.15994049,0.0038,0.0038,0.0,0.42253521,0.572,8.18076172,8.0,3.25,2.0,10,0.77248677,150.0,18.0,10.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - Conventional Tillage,False,residue_burning__false,27.0,17.0,0.03703704,11545008.74277728,427592.91639916,207298.45552811,130619.0733869,28273.02178345,22457.00531094,0.0,144.28280356,38801.07758621,3780.5832744,140.02160276,23.59448478,34.83541118,4.63425225,3.68096296,0.0,0.0,0.0,0.04840659,6.35991379,66.8681712,2.93358185,0.0853,2.84828185,2.64,-0.345,6.19958496,6.8125,3.25,2.0,2,0.6984127,130.0,11.0,1.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - Reduced Tillage,False,residue_burning__false,27.0,17.0,0.03703704,11461949.88689017,424516.66247741,207298.45552811,130619.0733869,25196.76786171,22457.00531094,0.0,144.28280356,38801.07758621,3766.9690349,139.51737166,23.59448478,34.83541118,4.13002116,3.68096296,0.0,0.0,0.0,0.04840659,6.35991379,66.8681712,3.00136317,0.0768,2.92456316,2.64,-0.216,7.12178223,6.8125,3.25,2.0,5,0.73544974,130.0,11.0,1.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Corn silage,FTM Region 13 - Corn silage - No till,False,residue_burning__false,27.0,17.0,0.03703704,11139930.25845084,412590.00957225,207298.45552811,130619.0733869,13270.11495655,22457.00531094,0.0,144.28280356,38801.07758621,3714.18655554,137.56246502,23.59448478,34.83541118,2.17511452,3.68096296,0.0,0.0,0.0,0.04840659,6.35991379,66.8681712,8.71877074,0.0285,8.69027074,2.64,-0.375,8.18311035,6.8125,3.25,2.0,10,0.77248677,130.0,11.0,1.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Conventional Tillage,False,residue_burning__false,399.0,0.0,0.00250627,18037149.05434664,45205.88735425,28686.16333985,4854.69044116,3444.59794406,1519.64697593,0.0,4748.39203672,1952.39661654,5028.83077473,12.6035859,3.84151951,1.29472008,0.56460664,0.24908772,0.0,0.0,0.0,0.93635876,0.3200188,5.39727439,1.22331184,0.2379,0.98541184,0.03634085,-0.591,6.19958496,6.8125,3.25,2.0,2,0.6984127,241.0,160.0,114.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - Reduced Tillage,False,residue_burning__false,399.0,0.0,0.00250627,17817287.37699841,44654.85558145,28686.16333985,4854.69044116,2893.56617126,1519.64697593,0.0,4748.39203672,1952.39661654,4992.79308193,12.51326587,3.84151951,1.29472008,0.47428661,0.24908772,0.0,0.0,0.0,0.93635876,0.3200188,5.39727439,0.38482437,0.23360001,0.15122436,0.03634085,-0.162,6.19958496,6.8125,3.25,2.0,2,0.73544974,241.0,160.0,114.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Potatoes,FTM Region 13 - Potatoes - No till,False,residue_burning__false,399.0,0.0,0.00250627,17346472.47196987,43474.8683508,28686.16333985,4854.69044116,1713.57894061,1519.64697593,0.0,4748.39203672,1952.39661654,4915.62145695,12.31985328,3.84151951,1.29472008,0.28087401,0.24908772,0.0,0.0,0.0,0.93635876,0.3200188,5.39727439,0.42096962,0.26350001,0.15746962,0.03634085,0.039,7.66571289,6.875,3.25,2.0,7.5,0.77248677,241.0,160.0,114.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
